ID,Issue ID,GitHub Issue,user added labels?,Do not count,Why do not count?,Confirmed Reproduced,num_events_before_label_ALL,num_comments_before_label_ALL,num_comments_before_confirmation,time_at_confirmation,num_comments_before_label,num_comments_before_close,num_events,num_events_before_label,num_events_before_close,times_reopened,Commit,user or dev,Time opened,time bug labeled,time of first comment from a dev,time closed,time commited,number of comments,time between open and close,Time between open and label,time between open and first comment,time between open and commit,time between label and close,time between label and comment,time between label and commit,time between comment and close,time between comment and commit,time between close and commit,"Type of additional info added (S2R, OB, context, EB)","value of additional info (number of S2Rs and whether they are setup steps or not, type of context, etc)","how is the information presented? (Image, text, annotated image, video, etc)",timestamp of additional info,time between added info and issue open,time between added info and bug label,time between added info and dev comment,time between added info and close,time between added info and commit,additional notes,comment number,"Type of additional info added (S2R, OB, context, EB).1","value of additional info (number of S2Rs and whether they are setup steps or not, type of context, etc).1","how is the information presented? (Image, text, annotated image, video, etc).1",timestamp of additional info.1,time between added info and issue open.1,time between added info and bug label.1,time between added info and dev comment.1,time between added info and close.1,time between added info and commit.1,additional notes.1,comment number.1,"Type of additional info added (S2R, OB, context, EB).2","value of additional info (number of S2Rs and whether they are setup steps or not, type of context, etc).2","how is the information presented? (Image, text, annotated image, video, etc).2",timestamp of additional info.2,time between added info and issue open.2,time between added info and bug label.2,time between added info and dev comment.2,time between added info and close.2,time between added info and commit.2,additional notes.2,comment number.2,Unique Comments with Added Info,RQ2_Tag,# of Bug Report S2Rs,# of Script Setup Steps,# of Script BR-Specific Steps,# of Unlinked Script S2Rs,# of S2Rs that Lead to Multiple GUI actions,# of gui actions,OB Specificity,"S2R Type (Image, Annotated Image, Text, Recording)","OB Type (Image, Annotated Image, Text, Recording)","EB Type (Image, Annotated Image, Text, Recording)","Context Type (Image, Annotated Image, Text, Recording)","Context Content (phone type, app version, os, etc)",notes on issue,ones,Confrimation Status,User Added Labels,Bug Fix Result,Confirmation Timestamp,Comments Before Confirmation,User Assigned Dev,User Labeled as Bug?,Do not count.1,new_rq2_tag,Navigation?,rq6_setup_ratio,rq6_unlinked_ratio,rq6_ratio,rq5_s2r,true_time_b4_repro,true_comments_before_label,developer requested info,cosmetic type,output category,external flle,Annotated Text?,,S2R Annotated Text?,OB Annotated Text?
1299,328,https://github.com/PhenoApps/Field-Book/issues/146,,,,0,1,0,,,0,1,6,0,2,0,68912f28ed6408d65198fecbb80e16e75d1c3532,DEV,8/24/20 14:25,8/24/20 0:00,8/24/20 0:00,9/28/20 0:00,9/28/20 0:00,1,-843:35:00,0,-6:56:00,-825:35:00,-843:35:00,-6:56:00,-825:35:00,-836:39:00,-818:39:00,18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,crash,6,0,14,0,2,14,1,['text'],"['logcat', 'text']",['text'],['text'],['phone type'],,1,Implicitly Reproduced,1,Fixed,,,0,1,,crash,,0,0,0,0.333333333,0,0,,,,,0,,,
1300,329,https://github.com/PhenoApps/Field-Book/issues/145,,,,1,1,0,2,2020-08-24T15:02:31Z,0,2,4,0,1,0,20b4c74d93939313a8b54bcef5f845c1b03916fc,DEV,8/20/20 14:16,8/20/20 0:00,8/23/20 0:00,9/21/20 0:00,,4,-766:51:00,0,-80:09:00,,-766:51:00,-80:09:00,,-686:42:00,,,context,"device, app version",text,##########,80:09:00,80:09:00,0:00:00,-686:42:00,,,1,context,device,text,8/24/20,96:46:00,96:46:00,16:37:00,-670:05:00,,,3,context,app version,text,9/21/20,766:51:00,766:51:00,686:42:00,0:00:00,,,4,3,crash,4,4,12,1,3,16,1,['text'],['text'],['text'],['text'],"['app version', 'os', 'phone type']",,1,Explicitly Reproduced,1,Fixed,2020-08-24T15:02:31Z,2,0,1,,crash,,0.235294118,0.058823529,0.294117647,0.75,96.77527778,2,1,,,,0,,,
1310,330,https://github.com/alexstyl/Memento-Calendar/issues/43,,,,0,1,0,,,0,0,4,0,0,0,1bf6030d1cd418a5aae6f6e0d88d617c312bf7aa,DEV,9/17/16 20:17,9/17/16 0:00,,1/5/17 0:00,,1,-2619:54:00,0,,,-2619:54:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,4,2,5,1,0,7,1,['text'],['text'],['text'],['text'],['os'],,1,Implicitly Reproduced,1,Won't Fix,,,0,1,,navigation,1,0.25,0.125,0.375,0,0,0,,,,,gui,,1,0
1313,331,https://github.com/beemdevelopment/Aegis/issues/96,,,,1,1,1,,,1,1,6,1,3,0,7c78ddc9296ed8610553ef87e78b3a27ec388888,DEV,5/24/19 18:55,5/26/19 0:00,5/26/19 0:00,5/28/19 0:00,5/28/19 0:00,1,-98:19:00,46.2,-46:12:00,-77:05:00,-52:07:00,0:00:00,-30:53:00,-52:07:00,-30:53:00,21:14:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,crash,4,16,3,0,1,19,1,['text'],"['image', 'text']",['none'],['text'],"['os', 'phone type']",,1,Implicitly Reproduced,0,Fixed,,,,,,crash,,0.842105263,0,0.842105263,0.25,46.2,1,,,,,0,,,
1315,332,https://github.com/beemdevelopment/Aegis/issues/471,,,,1,1,0,1,2020-06-16T09:37:34Z,0,1,6,0,2,0,ae5502b650a90e5a462a8159c420e982e7cab23f,DEV,6/16/20 9:35,6/16/20 0:00,6/16/20 0:00,6/16/20 0:00,6/16/20 0:00,1,-2:19:00,0,-0:02:00,9:35:00,-2:19:00,-0:02:00,9:35:00,-2:17:00,9:37:00,11:54:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,2,25,4,0,2,29,1,['text'],"['image', 'text']",['text'],['text'],"['app version', 'language', 'os', 'phone type']",,1,Explicitly Reproduced,1,Fixed,2020-06-16T09:37:34Z,1,0,1,,cosmetic,,0.862068966,0,0.862068966,1,0.042777778,1,,text,,,0,,,
1316,333,https://github.com/beemdevelopment/Aegis/issues/468,,?,"unclear whether the bug was ever even reproduced, just got fixed by a version, no dev work seems to have been done",0,1,0,,,0,2,4,0,0,0,ae5502b650a90e5a462a8159c420e982e7cab23f,DEV,6/15/20 8:18,6/15/20 0:00,6/15/20 0:00,6/16/20 0:00,6/16/20 0:00,4,-33:14:00,0,-0:26:00,-15:42:00,-33:14:00,-0:26:00,-15:42:00,-32:48:00,-15:16:00,17:32:00,context,app version,text,##########,33:14:00,33:14:00,32:48:00,0:00:00,17:32:00,,4,,,,,,,,,,,,,,,,,,,,,,,1,crash,3,9,6,5,0,15,1,['text'],"['logcat', 'text']",['text'],['text'],"['app version', 'os', 'phone type', 'rom']",,1,Implicitly Reproduced,1,Fixed,,,0,1,?,crash,,0.45,0.25,0.7,0,0,0,1,,,,gui,,1,0
1321,334,https://github.com/beemdevelopment/Aegis/issues/283,,,,1,1,0,0,2020-01-08T12:49:10Z,0,0,6,0,1,0,10c206270a567052acd13f48e484332bb02e3a05,DEV,1/8/20 8:59,1/8/20 0:00,,6/7/20 0:00,6/7/20 0:00,0,-3636:31:00,0,,-3615:01:00,-3636:31:00,,-3615:01:00,,,21:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,3,11,8,0,2,19,1,['text'],['text'],['text'],['text'],['app version'],,1,Explicitly Reproduced,1,Fixed,2020-01-08T12:49:10Z,0,0,1,,output,,0.578947368,0,0.578947368,0.666666667,3.836111111,0,,,incorrect output,,0,,,
1343,335,https://github.com/marco97pa/punti-burraco/issues/55,,,,0,4,0,,,0,0,12,0,0,0,,DEV,5/1/20 16:29,5/1/20 0:00,,5/6/20 0:00,5/6/20 0:00,1,-120:38:00,0,,-103:31:00,-120:38:00,,-103:31:00,,,17:07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,4,0,4,1,0,4,1,['text'],['text'],['text'],['text'],['phone type'],,1,Implicitly Reproduced,1,Fixed,,,1,1,,cosmetic,,0,0.2,0.2,0,0,0,,text,,,0,,,
1344,336,https://github.com/marco97pa/punti-burraco/issues/51,,,,0,1,0,,,0,0,12,0,0,0,,DEV,4/20/20 22:49,4/20/20 0:00,,5/6/20 0:00,5/6/20 0:00,0,-378:18:00,0,,-361:11:00,-378:18:00,,-361:11:00,,,17:07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,4,0,4,1,1,4,1,['text'],['text'],['text'],['text'],"['app version', 'os', 'phone type']",,1,Implicitly Reproduced,1,Fixed,,,1,1,,output,,0,0.2,0.2,0.25,0,0,,,incorrect output,,0,,,
1389,337,https://github.com/y20k/transistor/issues/63,,,,0,2,0,,,0,1,8,2,4,0,c48accc4b895b805a8a07b556431be1e3444f67b,DEV,2/25/16 20:16,2/25/16 0:00,2/25/16 0:00,2/25/16 0:00,2/25/16 0:00,1,-1:14:00,1.233333333,-1:14:00,20:16:00,0:00:00,0:00:00,21:30:00,0:00:00,21:30:00,21:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,crash,5,0,2,0,0,2,1,['text'],['none'],['none'],['none'],['none'],,1,Implicitly Reproduced,0,Fixed,,,,,,crash,,0,0,0,0,1.233333333,0,,,,,input,,1,0
1397,338,https://github.com/fossasia/phimpme-android/issues/2324,,,,0,7,6,,,4,4,14,3,3,0,,DEV,12/22/18 19:18,,1/22/19 0:00,7/2/19 0:00,,6,-4594:27:00,,-734:45:00,,,,,-3859:42:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,4,4,7,0,1,11,1,['text'],"['image', 'text']",['text'],['none'],['none'],,1,Implicitly Reproduced,0,Can't Fix,,,,,,cosmetic,,0.363636364,0,0.363636364,0.25,,6,,color,,,0,,,
1398,339,https://github.com/fossasia/phimpme-android/issues/2362,,,,0,25,8,,,4,4,50,21,21,0,f3ce21b65e257a7349171b3324f4d0417936186f,DEV,1/2/19 12:50,,1/22/19 0:00,7/9/19 0:00,,8,-4510:10:00,,-482:26:00,,,,,-4027:44:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,3,7,6,0,1,13,1,"['image', 'text']",['text'],['text'],['none'],['none'],,1,Implicitly Reproduced,0,Won't Fix,,,,,,cosmetic,,0.538461538,0,0.538461538,0.333333333,,8,,color,,,0,,,
1399,340,https://github.com/fossasia/phimpme-android/issues/2416,,,,0,3,0,,,0,0,6,2,2,0,f3ce21b65e257a7349171b3324f4d0417936186f,DEV,1/19/19 9:01,,,6/4/19 0:00,6/4/19 0:00,0,-3264:48:00,,,-3254:59:00,,,,,,9:49:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,2,7,6,3,1,13,1,['text'],"['image', 'text']",['text'],['none'],['none'],,1,Implicitly Reproduced,0,Fixed,,,,,,navigation,1,0.4375,0.1875,0.625,0.5,,0,,,,,0,,,
1401,341,https://github.com/fossasia/phimpme-android/issues/2175,,,,0,4,3,,,2,2,8,4,4,0,f3ce21b65e257a7349171b3324f4d0417936186f,DEV,9/22/18 21:04,,10/5/18 0:00,6/26/19 0:00,6/26/19 0:00,3,-6641:16:00,,-308:38:00,-6626:56:00,,,,-6332:38:00,-6318:18:00,14:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,4,8,7,1,2,15,1,['text'],['text'],['text'],['none'],['none'],,1,Implicitly Reproduced,0,Fixed,,,,,,output,,0.5,0.0625,0.5625,0.5,,3,,,incorrect output,,0,,,
1402,342,https://github.com/fossasia/phimpme-android/issues/1039,,?,bug label assigned after fix,0,9,2,,,2,2,18,5,5,0,4f032f1305d2040c070c857a940240c0ad1bf9d2,DEV,8/17/17 18:36,,8/27/17 0:00,8/30/17 0:00,8/30/17 0:00,2,-311:47:00,,-231:01:00,-293:24:00,,,,-80:46:00,-62:23:00,18:23:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,1,9,3,2,0,12,1,['text'],['text'],['text'],['none'],['none'],,1,Implicitly Reproduced,0,Fixed,,,1,0,?,cosmetic,,0.642857143,0.142857143,0.785714286,0,,2,,image,,,0,,,
1403,343,https://github.com/fossasia/phimpme-android/issues/1046,,,,0,4,0,,,0,0,8,1,1,0,4f032f1305d2040c070c857a940240c0ad1bf9d3,DEV,8/19/17 16:46,,,8/20/17 0:00,8/20/17 0:00,0,-24:29:00,,,-7:14:00,,,,,,17:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,crash,3,9,12,7,2,21,1,['text'],['text'],['text'],['none'],['none'],,1,Implicitly Reproduced,1,Fixed,,,1,1,,crash,,0.321428571,0.25,0.571428571,0.666666667,,0,,,,,0,,,
1404,344,https://github.com/fossasia/phimpme-android/issues/2523,,,,0,5,1,,,1,1,10,5,5,0,f3ce21b65e257a7349171b3324f4d0417936186f,DEV,2/11/19 18:00,,6/26/19 0:00,6/26/19 0:00,6/26/19 0:00,1,-3236:13:00,,-3236:13:00,-3222:00:00,,,,0:00:00,14:13:00,14:13:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,crash,2,8,8,3,2,16,1,['text'],['text'],['text'],['none'],['none'],,1,Implicitly Reproduced,0,Fixed,,,,,,crash,,0.421052632,0.157894737,0.578947368,1,,1,,,,,0,,,
1405,345,https://github.com/fossasia/phimpme-android/issues/2318,,,,0,12,3,,,2,2,24,12,12,0,,DEV,12/18/18 19:29,,12/19/18 0:00,11/6/19 0:00,11/5/19 0:00,3,-7735:42:00,,-11:04:00,-7708:31:00,,,,-7724:38:00,-7697:27:00,27:11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,crash,6,8,7,1,1,15,1,"['annotated image', 'text']",['text'],['text'],['none'],['none'],,1,Implicitly Reproduced,0,Fixed,,,,,,crash,,0.5,0.0625,0.5625,0.166666667,,3,,,,,0,,,
1406,346,https://github.com/fossasia/phimpme-android/issues/1858,,,,0,6,0,,,0,0,12,5,5,0,,DEV,2/13/18 21:51,,,8/2/18 0:00,8/1/18 0:00,0,-4062:09:00,,,-4034:09:00,,,,,,28:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,5,20,10,1,2,30,1,"['recording', 'text']",['text'],['text'],['none'],['none'],,1,Implicitly Reproduced,0,Fixed,,,,,,navigation,1,0.64516129,0.032258065,0.677419355,0.4,,0,,,,,0,,,
1425,347,https://github.com/brodeurlv/fastnfitness/issues/174,,,,0,1,0,,,0,1,14,1,7,0,d3663691f94a2ac0f31db8efbbc2b047bbabe7ab,DEV,8/20/20 22:14,8/21/20 0:00,8/21/20 0:00,8/23/20 0:00,8/23/20 0:00,1,-57:06:00,7.833333333,-7:52:00,-49:46:00,-49:16:00,-0:02:00,-41:56:00,-49:14:00,-41:54:00,7:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,3,10,7,1,1,17,1,['text'],['text'],['text'],['text'],"['app version', 'os']",,1,Implicitly Reproduced,0,Fixed,,,,,,output,,0.555555556,0.055555556,0.611111111,0.333333333,7.833333333,0,,,incorrect output,,gui,,1,0
1428,348,https://github.com/brodeurlv/fastnfitness/issues/160,,,,0,2,0,,,0,0,16,0,0,0,888cdb52a6e2c883d43cbe4aa48648e7170e4209,DEV,7/15/20 7:34,7/15/20 0:00,,7/15/20 0:00,7/15/20 0:00,1,-10:00:00,0,,7:34:00,-10:00:00,,7:34:00,,,17:34:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,4,8,4,0,1,12,1,['text'],['text'],['text'],['none'],['none'],,1,Implicitly Reproduced,1,Fixed,,,1,1,,cosmetic,,0.666666667,0,0.666666667,0.25,0,0,,text,,,gui,,1,1
1430,349,https://github.com/brodeurlv/fastnfitness/issues/142,,,,0,2,0,,,0,2,32,2,10,0,b336db108de1e83de0ab03ced75cdd8de46d275c,DEV,6/30/20 0:31,7/1/20 0:00,7/1/20 0:00,7/4/20 0:00,7/4/20 0:00,4,-103:16:00,32.18333333,-32:37:00,-95:29:00,-71:05:00,-0:26:00,-63:18:00,-70:39:00,-62:52:00,7:47:00,context,app version,text,7/1/20 9:08,32:37:00,0:26:00,0:00:00,-70:39:00,-62:52:00,,1,,,,,,,,,,,,,,,,,,,,,,,1,crash,4,8,13,0,4,21,1,['text'],['text'],['text'],['none'],['none'],,1,Implicitly Reproduced,0,Fixed,,,,,,crash,,0.380952381,0,0.380952381,1,32.18333333,0,1,,,,gui,,1,0
1441,350,https://github.com/cohenadair/anglers-log/issues/151,,,,0,3,0,,,0,0,10,0,0,0,19533124000a54b0c3817a5228db77927b1da723,DEV,9/13/16 15:08,9/13/16 0:00,,9/14/16 0:00,9/14/16 0:00,0,-32:16:00,0,,-8:52:00,-32:16:00,,-8:52:00,,,23:24:00,EB,3 bug,text,7/1/20,33272:52:00,33272:52:00,,33240:36:00,33264:00:00,,1,EB,1 bug,text,7/2/20,33296:52:00,33296:52:00,,33264:36:00,33288:00:00,,4,,,,,,,,,,,,2,gui,5,1,12,1,3,11,1,['text'],['text'],['text'],['none'],['none'],,1,Implicitly Reproduced,1,Fixed,,,0,1,,output,,0.071428571,0.071428571,0.142857143,0.6,0,0,0,,missing function,,0,,,
1445,351,https://github.com/cohenadair/anglers-log/issues/347,,,,0,2,0,,,0,0,8,0,0,0,9cd2aa4cddf2cb3e26b13fb86c50d225bff70205,DEV,6/25/19 13:40,6/25/19 0:00,,8/5/19 0:00,8/5/19 0:00,0,-987:32:00,0,,-970:20:00,-987:32:00,,-970:20:00,,,17:12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,5,1,13,1,3,14,0,['text'],['text'],['none'],['none'],['none'],,1,Implicitly Reproduced,1,Fixed,,,0,1,,output,,0.066666667,0.066666667,0.133333333,0.6,0,0,,,missing function,,0,,,
1446,352,https://github.com/cohenadair/anglers-log/issues/43,,,,0,3,0,,,0,0,14,0,0,0,ca5fd83c890ddf1ffb68bd4ea354ddf98a7669eb,DEV,7/12/16 2:32,7/12/16 0:00,,8/19/16 0:00,8/19/16 0:00,0,-932:49:00,0,,-909:28:00,-932:49:00,,-909:28:00,,,23:21:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,6,10,7,0,2,17,1,['text'],['text'],['text'],['none'],['none'],,1,Implicitly Reproduced,1,Fixed,,,0,1,,output,,0.588235294,0,0.588235294,0.333333333,0,0,,,incorrect output,,0,,,
1447,353,https://github.com/cohenadair/anglers-log/issues/9,,?,"confirmed that it could not be reproduced, but a failsafe was added",0,4,0,,,0,0,10,0,0,0,8ed18b25c1b4a425da7ba838bfcf5aa2c2c93e62,DEV,7/12/16 2:26,7/12/16 0:00,,7/12/16 0:00,,1,-0:15:00,0,,,-0:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,crash,4,2,4,0,1,6,1,['text'],['text'],['none'],['none'],['none'],,1,Explicitly Not Reproduced,1,Fixed,,,0,1,?,crash,,0.333333333,0,0.333333333,0.25,0,0,,,,,gui,,1,0
1481,354,https://github.com/longdivision/hex/issues/4,,,,0,3,0,,,0,0,8,0,0,0,802816c5817e16ed149af157ddedc805a2c6d7cb,DEV,3/5/16 16:36,3/5/16 0:00,,3/5/16 0:00,3/5/16 0:00,0,-0:31:00,0.133333333,,16:36:00,-0:23:00,,16:44:00,,,17:07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,3,0,3,0,0,3,1,['text'],['text'],['none'],['none'],['none'],,1,Implicitly Reproduced,1,Fixed,,,0,1,,navigation,1,0,0,0,0,0.133333333,0,,,,,0,,,
1495,355,https://github.com/pennlabs/penn-mobile-android/issues/385,,,,0,1,0,,,0,1,10,0,4,1,f0a71243001d8f5363112a6776165ebf8ea7b8ac,DEV,8/14/16 22:59,8/14/16 0:00,12/2/16 0:00,12/2/16 0:00,10/16/16 0:00,1,-2639:18:00,0,-2639:18:00,-1489:01:00,-2639:18:00,-2639:18:00,-1489:01:00,0:00:00,1150:17:00,1150:17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,3,0,3,0,1,3,1,['text'],['text'],['none'],['none'],['none'],,1,Implicitly Reproduced,1,Fixed,,,0,1,,cosmetic,,0,0,0,0.333333333,0,0,,placement,,,0,,,
1498,356,https://github.com/pennlabs/penn-mobile-android/issues/410,,,,0,1,0,,,0,2,4,0,1,0,e29f10c329a4563ea39b3967666d7d2589d0e042,DEV,11/11/16 22:03,11/11/16 0:00,11/19/16 0:00,11/19/16 0:00,,2,-190:25:00,0,-190:25:00,,-190:25:00,-190:25:00,,0:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,3,0,4,0,1,4,1,['text'],"['image', 'text']",['text'],['none'],['none'],,1,Implicitly Reproduced?,1,Won't Fix,,,0,1,,cosmetic,,0,0,0,0.333333333,0,0,,missing elements,,,0,,,
1499,357,https://github.com/pennlabs/penn-mobile-android/issues/441,,,,0,1,0,,,0,0,6,0,1,0,7bb17ebd6858336ed399446c5fbc67e6e73c815b,DEV,11/14/17 14:52,11/14/17 0:00,,11/27/17 0:00,11/26/17 0:00,1,-302:07:00,0,,-273:08:00,-302:07:00,,-273:08:00,,,28:59:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,crash,4,0,6,0,1,6,1,['text'],"['logcat', 'text']",['none'],['none'],['none'],,1,Implicitly Reproduced,1,Fixed,,,0,1,,crash,,0,0,0,0.25,0,0,,,,,0,,,
1562,358,https://github.com/lfuelling/lrkFM/issues/24,,,,0,2,0,,,0,0,6,0,0,0,3c3276c2ebaede173a09e1adb1ce38d4c5a57aa8,DEV,6/11/18 7:04,6/11/18 0:00,,9/7/18 0:00,9/7/18 0:00,1,-2122:25:00,0,,-2104:56:00,-2122:25:00,,-2104:56:00,,,17:29:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,crash,2,3,4,0,1,7,1,['text'],"['logcat', 'text']",['text'],['none'],['none'],,1,Implicitly Reproduced,1,Fixed,,,1,1,,crash,,0.428571429,0,0.428571429,0.5,0,0,,,,,0,,,
1563,359,https://github.com/lfuelling/lrkFM/issues/26,,,,0,3,0,,,0,0,8,0,0,0,e3cb48fb65ed6366f9205871afa83b65ac0664b7,DEV,9/1/18 21:36,9/1/18 0:00,,9/4/18 0:00,9/1/18 0:00,0,-63:47:00,0,,21:36:00,-63:47:00,,21:36:00,,,85:23:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,3,3,3,0,1,6,1,['text'],['text'],['text'],['text'],"['app version', 'os']",,1,Implicitly Reproduced,1,Fixed,,,1,1,,cosmetic,,0.5,0,0.5,0.333333333,0,0,,cursor,,,0,,,
1566,360,https://github.com/lfuelling/lrkFM/issues/29,,,,0,1,0,,,0,0,14,0,0,0,1faadebc13215e17413e6c396e6f8c1bf7000e73,DEV,9/18/18 22:16,9/18/18 0:00,,9/25/19 0:00,,0,-8926:40:00,0,,,-8926:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,7,3,7,0,1,10,1,['text'],['text'],['text'],['none'],['none'],,1,Implicitly Reproduced,1,Fixed,,,1,1,,output,,0.3,0,0.3,0.142857143,0,0,,,missing function,,gui,,1,1
1567,361,https://github.com/lfuelling/lrkFM/issues/34,,,,0,2,0,,,0,0,10,0,0,0,17f88b6fc5376f8344cb935351fbabf6b828de8a,DEV,11/16/18 18:10,11/16/18 0:00,,6/13/19 0:00,6/13/19 0:00,1,-5021:12:00,0,,-4997:50:00,-5021:12:00,,-4997:50:00,,,23:22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,3,3,7,0,2,10,1,['text'],['text'],['text'],['none'],['none'],,1,Implicitly Reproduced,1,Fixed,,,1,1,,output,,0.3,0,0.3,0.666666667,0,0,,,missing function,,gui,,1,0
1568,362,https://github.com/lfuelling/lrkFM/issues/44,,,,0,2,0,,,0,0,18,0,0,1,bd4a73e0b7e97f9857722fbb76e14029811af565,DEV,9/23/19 13:49,9/23/19 0:00,,9/25/19 0:00,9/25/19 0:00,2,-56:33:00,0,,-34:11:00,-56:33:00,,-34:11:00,,,22:22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,crash,4,3,5,0,2,8,1,['text'],"['logcat', 'text']",['text'],['text'],"['app version', 'os', 'phone type']",,1,Implicitly Reproduced,1,Fixed,,,1,1,,crash,,0.375,0,0.375,0.5,0,0,,,,,0,,,
1640,363,https://github.com/TheMHMoritz3/Trainer-App/issues/1,,,,0,1,0,,,0,0,14,0,0,0,3c223d78b0d5650400314d5919f24cbf09976076,DEV,1/12/19 13:08,1/12/19 0:00,,2/2/19 0:00,2/2/19 0:00,0,-503:32:00,0,,-490:52:00,-503:32:00,,-490:52:00,,,12:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,4,0,3,0,0,3,0,['text'],['text'],['text'],['text'],"['app version', 'os', 'phone type']",,1,Implicitly Reproduced,1,Fixed,,,1,1,,cosmetic,,0,0,0,0,0,0,,text,,,gui,,1,0
1641,364,https://github.com/TheMHMoritz3/Trainer-App/issues/25,,,,0,3,0,,,0,0,32,0,0,0,071e37baad75d5529d21984f6a794413ef5abff4,DEV,1/30/19 18:02,1/30/19 0:00,,4/12/19 0:00,3/14/19 0:00,0,-1723:35:00,0,,-1013:58:00,-1723:35:00,,-1013:58:00,,,709:37:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,gui,3,5,5,0,1,10,0,['text'],['text'],['text'],['text'],"['app version', 'os', 'phone type']",,1,Implicitly Reproduced,1,Fixed,,,1,1,,output,,0.5,0,0.5,0.333333333,0,0,,,incorrect output,,0,,,
1645,365,https://github.com/TheMHMoritz3/Trainer-App/issues/7,,,,0,2,0,,,0,0,18,0,0,0,9ca910f2e8a131226daae46dff427c4d742a2032,DEV,1/14/19 14:44,1/14/19 0:00,,1/16/19 0:00,1/14/19 0:00,1,-41:53:00,0,,14:44:00,-41:53:00,,14:44:00,,,56:37:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,crash,6,0,30,21,3,8,1,['text'],['text'],['text'],['text'],"['os', 'phone type']",,1,Implicitly Reproduced,1,Fixed,,,1,1,,crash,,0,0.411764706,0.411764706,0.5,0,0,,,,,0,,,
